,s,p,o,type,ss,os,obj_len_3b,obj_len_sm,prompt
11102,Q4361,P1376,Q15499,train,Curitiba,Paraná,4,4,What has Curitiba as its capital?
11103,Q174224,P1376,Q156156,train,Wilmington,New Castle County,4,4,What has Wilmington as its capital?
11104,Q754868,P1376,Q156257,train,Cumberland,Allegany County,5,5,What has Cumberland as its capital?
11105,Q499169,P1376,Q156278,train,Tyler,Smith County,3,3,What has Tyler as its capital?
11106,Q234053,P1376,Q156287,train,Vancouver,Clark County,3,3,What has Vancouver as its capital?
11107,Q199797,P1376,Q156459,train,Tacoma,Pierce County,3,3,What has Tacoma as its capital?
11108,Q128282,P1376,Q156471,train,Beaumont,Jefferson County,3,3,What has Beaumont as its capital?
11109,Q430267,P1376,Q156623,train,Bellingham,Whatcom County,4,4,What has Bellingham as its capital?
11110,Q496381,P1376,Q156628,train,Waterloo,Black Hawk County,4,4,What has Waterloo as its capital?
11111,Q499203,P1376,Q156629,train,Yakima,Yakima County,5,5,What has Yakima as its capital?
11112,Q28180,P1376,Q1581,train,Jefferson City,Missouri,2,2,What has Jefferson City as its capital?
11113,Q109535,P1376,Q15858232,train,Zutphen,Zutphen,4,4,What has Zutphen as its capital?
11114,Q213832,P1376,Q1617704,train,Dudley,Dudley,4,4,What has Dudley as its capital?
11115,Q13318,P1376,Q16186,train,Imperia,Province of Imperia,5,5,What has Imperia as its capital?
11116,Q36647,P1376,Q162475,train,Cork,County Cork,4,4,What has Cork as its capital?
11117,Q3489,P1376,Q1635,train,Harburg,Harburg,3,3,What has Harburg as its capital?
11118,Q2001429,P1376,Q164098,train,Barneveld,Barneveld,5,5,What has Barneveld as its capital?
11119,Q23551,P1376,Q165582,train,Mérida,Mérida,4,4,What has Mérida as its capital?
11120,Q13188262,P1376,Q165662,train,Elburg,Elburg,3,3,What has Elburg as its capital?
11121,Q335506,P1376,Q16595,train,Salto,Salto Department,4,4,What has Salto as its capital?
11122,Q205905,P1376,Q168052,train,Lancaster,Lancaster,2,2,What has Lancaster as its capital?
11123,Q56037,P1376,Q16957,train,East Berlin,German Democratic Republic,4,4,What has East Berlin as its capital?
11124,Q129610,P1376,Q169923,train,Galway,County Galway,4,4,What has Galway as its capital?
11125,Q18655,P1376,Q1752424,train,Stockport,Stockport,3,3,What has Stockport as its capital?
11126,Q913386,P1376,Q175945,train,Scunthorpe,North Lincolnshire,4,4,What has Scunthorpe as its capital?
11127,Q133315,P1376,Q178283,train,Limerick,County Limerick,5,5,What has Limerick as its capital?
11128,Q504530,P1376,Q178356,train,Walsall,Walsall,4,4,What has Walsall as its capital?
11129,Q21168,P1376,Q179180,train,Varberg,Varberg Municipality,5,5,What has Varberg as its capital?
11130,Q153647,P1376,Q179206,train,St Helens,St Helens,4,4,What has St Helens as its capital?
11131,Q173591,P1376,Q179559,train,Arad,Arad County,3,3,What has Arad as its capital?
11132,Q187938,P1376,Q179567,train,Pitești,Argeș County,5,5,What has Pitești as its capital?
11133,Q10737004,P1376,Q179779,train,Bacău,Bacău County,5,5,What has Bacău as its capital?
11134,Q5779,P1376,Q1823,train,Banda Aceh,Aceh,3,3,What has Banda Aceh as its capital?
11135,Q82174,P1376,Q182614,train,Brașov,Brașov County,3,3,What has Brașov as its capital?
11136,Q100188,P1376,Q182624,train,Cluj-Napoca,Cluj County,3,3,What has Cluj-Napoca as its capital?
11137,Q192265,P1376,Q182778,train,Focșani,Vrancea County,5,5,What has Focșani as its capital?
11138,Q183551,P1376,Q184594,train,Waterford,County Waterford,4,4,What has Waterford as its capital?
11139,Q201404,P1376,Q185309,train,Buzău,Buzău County,5,5,What has Buzău as its capital?
11140,Q83404,P1376,Q185586,train,Timișoara,Timiș County,5,5,What has Timișoara as its capital?
11141,Q54212,P1376,Q1857382,train,Barnsley,Barnsley,3,3,What has Barnsley as its capital?
11142,Q271151,P1376,Q1867,train,Xinyi District,Taipei,4,4,What has Xinyi District as its capital?
11143,Q217039,P1376,Q1878732,train,Rotherham,Rotherham,4,4,What has Rotherham as its capital?
11144,Q61092,P1376,Q188096,train,George Town,Penang,3,3,What has George Town as its capital?
11145,Q186702,P1376,Q188376,train,Chattanooga,Hamilton County,3,3,What has Chattanooga as its capital?
11146,Q41843,P1376,Q188781,train,Beersheba,Southern District,3,3,What has Beersheba as its capital?
11147,Q170996,P1376,Q188796,train,Galați,Galați County,4,4,What has Galați as its capital?
11148,Q207074,P1376,Q188945,train,Slatina,Olt County,4,4,What has Slatina as its capital?
11149,Q474605,P1376,Q1892596,train,Rochdale,Rochdale,4,4,What has Rochdale as its capital?
11150,Q430776,P1376,Q189942,train,Nazareth,Northern District,3,3,What has Nazareth as its capital?
11151,Q202357,P1376,Q190406,train,Târgu Jiu,Gorj County,4,4,What has Târgu Jiu as its capital?
11152,Q333928,P1376,Q190687,train,Maracay,Aragua,5,5,What has Maracay as its capital?
11153,Q145292,P1376,Q190690,train,Zalău,Sălaj County,5,5,What has Zalău as its capital?
11154,Q168057,P1376,Q191065,train,Craiova,Dolj County,5,5,What has Craiova as its capital?
11155,Q11585,P1376,Q191078,train,Tulcea,Tulcea County,5,5,What has Tulcea as its capital?
11156,Q163584,P1376,Q192208,train,Derry,County Londonderry,5,5,What has Derry as its capital?
11157,Q58900,P1376,Q1925846,train,Doncaster,Doncaster,3,3,What has Doncaster as its capital?
11158,Q397343,P1376,Q1925858,train,Solihull,Solihull,4,4,What has Solihull as its capital?
11159,Q202351,P1376,Q193055,train,Giurgiu,Giurgiu County,3,3,What has Giurgiu as its capital?
11160,Q466190,P1376,Q193167,train,Great Falls,Cascade County,5,5,What has Great Falls as its capital?
11161,Q846683,P1376,Q1942426,train,Grantham,South Kesteven,5,5,What has Grantham as its capital?
11162,Q713377,P1376,Q194989,train,Pingtung City,Pingtung County,5,5,What has Pingtung City as its capital?
11163,Q2141,P1376,Q1952,train,Halifax,Nova Scotia,3,3,What has Halifax as its capital?
11164,Q2138,P1376,Q1965,train,Fredericton,New Brunswick,3,3,What has Fredericton as its capital?
11165,Q2127,P1376,Q1978,train,Charlottetown,Prince Edward Island,4,4,What has Charlottetown as its capital?
11166,Q540844,P1376,Q201647,train,Aghdam,Aghdam District,5,5,What has Aghdam as its capital?
11167,Q996509,P1376,Q202177,train,Forfar,Angus,4,4,What has Forfar as its capital?
11168,Q7578,P1376,Q2051,train,Jambi,Jambi,3,3,What has Jambi as its capital?
11169,Q727520,P1376,Q206934,train,Dalkeith,Midlothian,4,4,What has Dalkeith as its capital?
11170,Q573757,P1376,Q207176,train,Usk,Monmouthshire,4,4,What has Usk as its capital?
11171,Q2281658,P1376,Q207257,train,Haddington,East Lothian,4,4,What has Haddington as its capital?
11172,Q160493,P1376,Q208279,train,Inverness,Highland,2,2,What has Inverness as its capital?
11173,Q4131,P1376,Q209142,train,Hamilton,South Lanarkshire,5,5,What has Hamilton as its capital?
11174,Q6225,P1376,Q20986417,train,Coventry,Coventry,4,4,What has Coventry as its capital?
11175,Q206988,P1376,Q20989092,train,Cheltenham,Cheltenham,5,5,What has Cheltenham as its capital?
11176,Q170478,P1376,Q20989094,train,Bournemouth,Bournemouth,5,5,What has Bournemouth as its capital?
11177,Q8156,P1376,Q2110,train,Bandar Lampung,Lampung,3,3,What has Bandar Lampung as its capital?
11178,Q841074,P1376,Q211106,train,Elgin,Moray,3,3,What has Elgin as its capital?
11179,Q29868,P1376,Q21143,train,Haderslev,Haderslev,4,4,What has Haderslev as its capital?
11180,Q1021350,P1376,Q2116371,train,Woodbridge,Suffolk Coastal,4,4,What has Woodbridge as its capital?
11181,Q58401,P1376,Q21208,train,Shijiazhuang,Hebei,3,3,What has Shijiazhuang as its capital?
11182,Q18125,P1376,Q21525592,train,Manchester,Manchester,2,2,What has Manchester as its capital?
11183,Q43382,P1376,Q21674890,train,Plymouth,City of Plymouth,4,4,What has Plymouth as its capital?
11184,Q623687,P1376,Q216802,train,Falkirk,Falkirk,4,4,What has Falkirk as its capital?
11185,Q79848,P1376,Q21683230,train,Southampton,City of Southampton,4,4,What has Southampton as its capital?
11186,Q72259,P1376,Q21683233,train,Portsmouth,City of Portsmouth,4,4,What has Portsmouth as its capital?
11187,Q203349,P1376,Q21683234,train,Poole,Poole,3,3,What has Poole as its capital?
11188,Q23154,P1376,Q21693433,train,Bristol,City of Bristol,4,4,What has Bristol as its capital?
11189,Q7786,P1376,Q2175,train,Pekanbaru,Riau,3,3,What has Pekanbaru as its capital?
11190,Q43475,P1376,Q21885980,train,Derby,City of Derby,4,4,What has Derby as its capital?
11191,Q29245,P1376,Q21886138,train,Hastings,Hastings,4,4,What has Hastings as its capital?
11192,Q171771,P1376,Q22048,train,Bhubaneswar,Odisha,4,4,What has Bhubaneswar as its capital?
11193,Q646225,P1376,Q2277849,train,Woking,Woking,3,3,What has Woking as its capital?
11194,Q657461,P1376,Q230597,train,Cartagena de Indias,Bolívar Department,5,5,What has Cartagena de Indias as its capital?
11195,Q235190,P1376,Q230607,train,Manizales,Caldas Department,4,4,What has Manizales as its capital?
11196,Q179815,P1376,Q23082,train,Durham,County Durham,3,3,What has Durham as its capital?
11197,Q180057,P1376,Q23090,train,Lincoln,Lincolnshire,3,3,What has Lincoln as its capital?
11198,Q192240,P1376,Q23115,train,Northampton,Northamptonshire,5,5,What has Northampton as its capital?
11199,Q204720,P1376,Q23129,train,Hereford,Herefordshire,4,4,What has Hereford as its capital?
11200,Q180803,P1376,Q23148,train,Truro,Cornwall,2,2,What has Truro as its capital?
11201,Q134672,P1376,Q23156,train,Exeter,Devon,2,2,What has Exeter as its capital?
11202,Q845619,P1376,Q23157,train,Taunton,Somerset,2,2,What has Taunton as its capital?
11203,Q503331,P1376,Q23159,train,Dorchester,Dorset,3,3,What has Dorchester as its capital?
11204,Q170497,P1376,Q23165,train,Gloucester,Gloucestershire,3,3,What has Gloucester as its capital?
11205,Q265647,P1376,Q23183,train,Trowbridge,Wiltshire,4,4,What has Trowbridge as its capital?
11206,Q52028,P1376,Q233588,train,Chiang Mai,Chiang Mai,4,4,What has Chiang Mai as its capital?
11207,Q117040,P1376,Q234200,train,Santiago de Cuba,Santiago de Cuba Province,5,5,What has Santiago de Cuba as its capital?
11208,Q243766,P1376,Q235166,train,Bucaramanga,Santander Department,5,5,What has Bucaramanga as its capital?
11209,Q124739,P1376,Q2360428,train,Tijuana,Tijuana,5,5,What has Tijuana as its capital?
11210,Q30985,P1376,Q23635,train,Hamilton,Bermuda,2,2,What has Hamilton as its capital?
11211,Q680842,P1376,Q237258,train,Yilan City,Yilan County,4,4,What has Yilan City as its capital?
11212,Q1848,P1376,Q238,train,San Marino,San Marino,4,4,What has San Marino as its capital?
11213,Q10014,P1376,Q23814173,train,Kampen,Kampen,3,3,What has Kampen as its capital?
11214,Q170366,P1376,Q241119,train,Ahvaz,Khuzestan Province,5,5,What has Ahvaz as its capital?
11215,Q46325,P1376,Q241145,train,Sfax,Sfax Governorate,5,5,What has Sfax as its capital?
11216,Q570090,P1376,Q244898,train,Banqiao District,New Taipei,5,5,What has Banqiao District as its capital?
11217,Q713310,P1376,Q249868,train,Hualien City,Hualien County,5,5,What has Hualien City as its capital?
11218,Q713381,P1376,Q249904,train,Taitung City,Taitung County,4,4,What has Taitung City as its capital?
11219,Q37320,P1376,Q251267,train,Cleveland,Cuyahoga County,5,5,What has Cleveland as its capital?
11220,Q336250,P1376,Q251931,train,Lienz,Lienz District,5,5,What has Lienz as its capital?
11221,Q208149,P1376,Q25263,train,Ponta Delgada,Azores,3,3,What has Ponta Delgada as its capital?
11222,Q26772333,P1376,Q25416,train,Stavanger,Stavanger,4,4,What has Stavanger as its capital?
11223,Q10686,P1376,Q26,train,Belfast,Northern Ireland,3,3,What has Belfast as its capital?
11224,Q582121,P1376,Q262708,train,Bradenton,Manatee County,5,5,What has Bradenton as its capital?
11225,Q9871,P1376,Q26430,train,Tilburg,Tilburg,4,4,What has Tilburg as its capital?
11226,Q135744,P1376,Q26587,train,Galveston,Galveston County,5,5,What has Galveston as its capital?
11227,Q16555,P1376,Q26676,train,Houston,Harris County,3,3,What has Houston as its capital?
11228,Q52471,P1376,Q26754,train,Ogden,Weber County,4,4,What has Ogden as its capital?
11229,Q1015690,P1376,Q26772450,train,Hastings,Hastings District,5,5,What has Hastings as its capital?
11230,Q34370,P1376,Q2680952,train,Rotterdam,Rotterdam,4,4,What has Rotterdam as its capital?
11231,Q51693,P1376,Q27051,train,Brownsville,Cameron County,3,3,What has Brownsville as its capital?
11232,Q23443,P1376,Q27229,train,Provo,Utah County,3,3,What has Provo as its capital?
11233,Q593220,P1376,Q275909,train,Aalten,Aalten,4,4,What has Aalten as its capital?
11234,Q7253,P1376,Q2772,train,Padang,West Sumatra,5,5,What has Padang as its capital?
11235,Q1010244,P1376,Q27840,train,West Chester,Chester County,3,3,What has West Chester as its capital?
11236,Q22905,P1376,Q2834810,train,Bradford,Bradford,2,2,What has Bradford as its capital?
11237,Q492322,P1376,Q2947,train,Heide,Dithmarschen,5,5,What has Heide as its capital?
11238,Q87,P1376,Q29943,train,Alexandria,Alexandria Governorate,4,4,What has Alexandria as its capital?
11239,Q155226,P1376,Q3003,train,Bad Oldesloe,Stormarn,4,4,What has Bad Oldesloe as its capital?
11240,Q81788,P1376,Q30832,train,Giza,Giza Governorate,5,5,What has Giza as its capital?
11241,Q11506,P1376,Q3125978,train,Denpasar,Bali,2,2,What has Denpasar as its capital?
11242,Q675576,P1376,Q312731,train,Pueblo,Pueblo County,5,5,What has Pueblo as its capital?
11243,Q3183,P1376,Q3206,train,Perth,Western Australia,3,3,What has Perth as its capital?
11244,Q11568,P1376,Q3235,train,Darwin,Northern Territory,3,3,What has Darwin as its capital?
11245,Q179046,P1376,Q33296,train,Fatehpur Sikri,Mughal Empire,5,5,What has Fatehpur Sikri as its capital?
11246,Q9681,P1376,Q3410,train,Hertford,Hertfordshire,5,5,What has Hertford as its capital?
11247,Q501785,P1376,Q341915,train,Fairfax,Fairfax County,4,4,What has Fairfax as its capital?
11248,Q11025,P1376,Q3557,train,Semarang,Central Java,3,3,What has Semarang as its capital?
11249,Q5112,P1376,Q35715,train,Adelaide,South Australia,3,3,What has Adelaide as its capital?
11250,Q1207746,P1376,Q35765,train,Kita-ku,Osaka,4,4,What has Kita-ku as its capital?
11251,Q11462,P1376,Q3586,train,Surabaya,East Java,3,3,What has Surabaya as its capital?
11252,Q41753,P1376,Q37985,train,Klagenfurt,Carinthia,5,5,What has Klagenfurt as its capital?
11253,Q167436,P1376,Q38088,train,João Pessoa,Paraíba,5,5,What has João Pessoa as its capital?
11254,Q465022,P1376,Q3817714,train,Enugu,Enugu State,5,5,What has Enugu as its capital?
11255,Q327764,P1376,Q385016,train,Prachatice,Prachatice District,5,5,What has Prachatice as its capital?
11256,Q34116,P1376,Q385689,train,Thunder Bay,Thunder Bay District,4,4,What has Thunder Bay as its capital?
11257,Q569678,P1376,Q387978,train,Bozeman,Gallatin County,4,4,What has Bozeman as its capital?
11258,Q1737,P1376,Q38981,train,Bregenz,Vorarlberg,5,5,What has Bregenz as its capital?
11259,Q182059,P1376,Q398417,train,Kumasi,Ashanti Region,4,4,What has Kumasi as its capital?
11260,Q40236,P1376,Q40040,train,Manaus,Amazonas,4,4,What has Manaus as its capital?
11261,Q43463,P1376,Q40123,train,Fortaleza,Ceará,4,4,What has Fortaleza as its capital?
11262,Q180215,P1376,Q40130,train,Macapá,Amapá,4,4,What has Macapá as its capital?
11263,Q1070,P1376,Q401686,train,Ahmedabad,Ahmedabad district,5,5,What has Ahmedabad as its capital?
11264,Q171612,P1376,Q40780,train,Rio Branco,Acre,3,3,What has Rio Branco as its capital?
11265,Q48344,P1376,Q40942,train,Recife,Pernambuco,5,5,What has Recife as its capital?
11266,Q185684,P1376,Q40956,train,Hefei,Anhui,3,3,What has Hefei as its capital?
11267,Q535534,P1376,Q41079,train,Hohhot,Inner Mongolia,3,3,What has Hohhot as its capital?
11268,Q820235,P1376,Q41144,train,San Cristóbal,Táchira,5,5,What has San Cristóbal as its capital?
11269,Q83189,P1376,Q41587,train,Goiânia,Goiás,5,5,What has Goiânia as its capital?
11270,Q491239,P1376,Q421974,train,Canton,Stark County,4,4,What has Canton as its capital?
11271,Q189823,P1376,Q42200,train,Haikou,Hainan,4,4,What has Haikou as its capital?
11272,Q82500,P1376,Q42497,train,St. Pölten,Lower Austria,3,3,What has St. Pölten as its capital?
11273,Q165341,P1376,Q42722,train,Teresina,Piauí,4,4,What has Teresina as its capital?
11274,Q170762,P1376,Q42824,train,Cuiabá,Mato Grosso,5,5,What has Cuiabá as its capital?
11275,Q126321,P1376,Q43210,train,Eisenstadt,Burgenland,5,5,What has Eisenstadt as its capital?
11276,Q170247,P1376,Q43407,train,Jinan,Shandong,4,4,What has Jinan as its capital?
11277,Q30340,P1376,Q43684,train,Zhengzhou,Henan,4,4,What has Zhengzhou as its capital?
11278,Q170578,P1376,Q43783,train,Aracaju,Sergipe,3,3,What has Aracaju as its capital?
11279,Q44206,P1376,Q44757,train,Resistencia,Chaco Province,4,4,What has Resistencia as its capital?
11280,Q44237,P1376,Q44797,train,Mendoza,Mendoza,4,4,What has Mendoza as its capital?
11281,Q44239,P1376,Q44800,train,Neuquén,Neuquén Province,5,5,What has Neuquén as its capital?
11282,Q36307,P1376,Q44803,train,Salta,Salta Province,4,4,What has Salta as its capital?
11283,Q44241,P1376,Q44805,train,San Juan,San Juan Province,4,4,What has San Juan as its capital?
11284,Q44243,P1376,Q44818,train,San Luis,San Luis Province,5,5,What has San Luis as its capital?
11285,Q44244,P1376,Q44823,train,Santa Fe,Santa Fe Province,4,4,What has Santa Fe as its capital?
11286,Q44255,P1376,Q44829,train,San Miguel de Tucumán,Tucumán Province,5,5,What has San Miguel de Tucumán as its capital?
